route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,continuous_pickup,continuous_drop_off
A247,A,82A,ИНЖСТРОЙ София АД - НАДЛЕЗ НАДЕЖДА - ИНЖСТРОЙ София АД,,3,,BE1E2D,FFFFFF,,,
A32,A,100,Кв. Бенковски - ПЪТНОСТРОИТЕЛНА ТЕХНИКА-временна - Кв. Бенковски,,3,,BE1E2D,FFFFFF,,,
A9,A,83,ЗООПАРКА - ХЮНДАЙ БЪЛГАРИЯ - ЗООПАРКА,,3,,BE1E2D,FFFFFF,,,
TM49,A,6A,Гара София север - Ж.К. ОБЕЛЯ-2 - Гара София север,,0,,F7941D,FFFFFF,,,
A117,A,22ТМ,Площад Васил Левски-временна - МЛАДЕЖКИ ТЕАТЪР - Площад Васил Левски-временна,,3,,BE1E2D,FFFFFF,,,
TB24,A,123,ЛИФТА СИМЕОНОВО - АВТОСТАНЦИЯ ГЕО МИЛЕВ - ЛИФТА СИМЕОНОВО,,11,,27AAE1,FFFFFF,,,
TB33,A,6,село Герман - АВТОСТАНЦИЯ ГЕО МИЛЕВ - село Герман,,11,,27AAE1,FFFFFF,,,
A49,A,28,Село Световрачане - Центъра село Мрамор - Село Световрачане,,3,,BE1E2D,FFFFFF,,,
TB45,A,10TM,Ул. Ген. Гурко - Метростанция Витоша - Ул. Ген. Гурко,,11,,27AAE1,FFFFFF,,,
A190,A,1Tb,Ж.К. ЛЕВСКИ Г - МЕТРОСТАНЦИЯ ХАДЖИ ДИМИТЪР - Ж.К. ЛЕВСКИ Г,,3,,BE1E2D,FFFFFF,,,
A256,A,805,Метростанция Витоша - Студентски град - Метростанция Витоша,,3,,BE1E2D,FFFFFF,,,
A63,A,66,ХИЖА АЛЕКО - ЗООПАРКА - ХИЖА АЛЕКО,,3,,BE1E2D,FFFFFF,,,
A103,A,150,ПЛОДОХРАНИЛИЩЕ - Ж.К. ОБЕЛЯ-1 - ПЛОДОХРАНИЛИЩЕ,,3,,BE1E2D,FFFFFF,,,
A57,A,94,УЛ. ГРАФ ИГНАТИЕВ - СТУДЕНТСКИ ГРАД - УЛ. ГРАФ ИГНАТИЕВ,,3,,BE1E2D,FFFFFF,,,
TM51,A,4,Кв. Орландовци - Ж.к. Бъкстон - Кв. Орландовци,,0,,F7941D,FFFFFF,,,
A65,A,103,АВТОСТАНЦИЯ ОВЧА КУПЕЛ - ВЗ. ЛЮЛИН - АВТОСТАНЦИЯ ОВЧА КУПЕЛ,,3,,BE1E2D,FFFFFF,,,
A253,A,802,МЕТРОСТАНЦИЯ ГОРНА БАНЯ - МЕТРОСТАНЦИЯ ГОРНА БАНЯ - МЕТРОСТАНЦИЯ ГОРНА БАНЯ,,3,,BE1E2D,FFFFFF,,,
A72,A,7,ЖП ГАРА ВЕРИЛА - ГАРА ИСКЪР - ЖП ГАРА ВЕРИЛА,,3,,BE1E2D,FFFFFF,,,
A43,A,22,СЕЛО ПОДГУМЕР - ЦЕНТРАЛНА ГАРА - СЕЛО ПОДГУМЕР,,3,,BE1E2D,FFFFFF,,,
TM34,A,18,ПЛ. МАКЕДОНИЯ - ПЛ. ЖУРНАЛИСТ - ПЛ. МАКЕДОНИЯ,,0,,F7941D,FFFFFF,,,
TM35,A,7А,Ул. Пиротска - КВ. ОРЛАНДОВЦИ - Ул. Пиротска,,0,,F7941D,FFFFFF,,,
TM23,A,8,Метростанция Вардар - ж.к. Люлин-5 - Метростанция Вардар,,0,,F7941D,FFFFFF,,,
A98,A,54,МЕТРОСТАНЦИЯ СЛИВНИЦА - ПЪТЕН ВЪЗЕЛ КАЛОТИНА - МЕТРОСТАНЦИЯ СЛИВНИЦА,,3,,BE1E2D,FFFFFF,,,
A144,A,12TM,ЦЕНТРАЛНА ГАРА - ГАРА СОФИЯ СЕВЕР - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
TB34,A,20T,Ж.К. ДРУЖБА-1 - АВТОСТАНЦИЯ ГЕО МИЛЕВ - Ж.К. ДРУЖБА-1,,11,,27AAE1,FFFFFF,,,
A240,A,6ТМ,КВ. ОБЕЛЯ - ЦЕНТРАЛНА ГАРА - КВ. ОБЕЛЯ,,3,,BE1E2D,FFFFFF,,,
TB21,A,9А,АВТОБАЗА ИСКЪР - УЛ. ГЕН. ГУРКО - АВТОБАЗА ИСКЪР,,11,,27AAE1,FFFFFF,,,
TB32,A,3,Ж.К. ИЗТОК - Пътностроителна техника - Ж.К. ИЗТОК,,11,,27AAE1,FFFFFF,,,
TB26,A,184,ДЪРЖАВНА ПЕЧАТНИЦА - УЛ. ГЕН. ГУРКО - ДЪРЖАВНА ПЕЧАТНИЦА,,11,,27AAE1,FFFFFF,,,
TM37,A,3A,КВ. ОРЛАНДОВЦИ - Гара Захарна фабрика - КВ. ОРЛАНДОВЦИ,,0,,F7941D,FFFFFF,,,
A120,A,108A,БУЛ. ЛОМСКО ШОСЕ - Ж.К. ЛЮЛИН -5 - БУЛ. ЛОМСКО ШОСЕ,,3,,BE1E2D,FFFFFF,,,
A246,A,109,МЕТРОСТАНЦИЯ АКАД. А. Т.- БАЛАН - Ж.К. ЛОЗЕНЕЦ - МЕТРОСТАНЦИЯ АКАД. А. Т.- БАЛАН,,3,,BE1E2D,FFFFFF,,,
A119,A,83А,ЗООПАРКА - АП ЗЕМЛЯНЕ - ЗООПАРКА,,3,,BE1E2D,FFFFFF,,,
TB41,A,801,КВ. МАНАСТИРСКИ ЛИВАДИ - Ж.к. Красно село - КВ. МАНАСТИРСКИ ЛИВАДИ,,11,,27AAE1,FFFFFF,,,
A25,A,63,БУЛ. ЦАР БОРИС ІІІ - УЛ. БЯЛАТА ЧЕШМА - БУЛ. ЦАР БОРИС ІІІ,,3,,BE1E2D,FFFFFF,,,
TM55,A,27,Ж.К. ИВАН ВАЗОВ - Гара София север - Ж.К. ИВАН ВАЗОВ,,0,,F7941D,FFFFFF,,,
A261,A,200,ПЛ. СВ. АЛ. НЕВСКИ - ПЛ.СВ. АЛЕКСАНДЪР НЕВСКИ - ПЛ. СВ. АЛ. НЕВСКИ,,3,,BE1E2D,FFFFFF,,,
A202,A,12Т,Автостанция Илиянци - ГАРА СОФИЯ СЕВЕР - Автостанция Илиянци,,3,,BE1E2D,FFFFFF,,,
TM27,A,1,НАДЛЕЗ НАДЕЖДА - Ж.К. ИВАН ВАЗОВ - НАДЛЕЗ НАДЕЖДА,,0,,F7941D,FFFFFF,,,
A226,A,N3,ПЛ. КНЯЗ АЛЕКСАНДЪР I - Ж.К. ОВЧА КУПЕЛ 2 - ПЛ. КНЯЗ АЛЕКСАНДЪР I,,3,,000000,FFFFFF,,,
TB3,A,5,Ж.К. МЛАДОСТ 2 - УЛ. ВИШОВГРАД - Ж.К. МЛАДОСТ 2,,11,,27AAE1,FFFFFF,,,
A252,A,X9,Ж.К. ЛОЗЕНЕЦ - МЕТРОСТАНЦИЯ АКАД. А. Т.- БАЛАН - Ж.К. ЛОЗЕНЕЦ,,3,,BE1E2D,FFFFFF,,,
A110,A,90,АП МАЛАШЕВЦИ - ГРАД БУХОВО - АП МАЛАШЕВЦИ,,3,,BE1E2D,FFFFFF,,,
A105,A,59,С. МЪРЧАЕВО-ТОЛУМСКА МАХАЛА - МЕТРОСТАНЦИЯ МИЗИЯ - С. МЪРЧАЕВО-ТОЛУМСКА МАХАЛА,,3,,BE1E2D,FFFFFF,,,
TM57,A,92,ПЛ. ВЪЗРАЖДАНЕ - ПЛ. ЖУРНАЛИСТ - ПЛ. ВЪЗРАЖДАНЕ,,0,,F7941D,FFFFFF,,,
A1,A,72,Ж.К. ЗАПАДЕН ПАРК - ХОТЕЛ ПЛИСКА - Ж.К. ЗАПАДЕН ПАРК,,3,,BE1E2D,FFFFFF,,,
A35,A,118,СЕЛО ЖЕЛЯВА - АВТОСТАНЦИЯ ИЗТОК - СЕЛО ЖЕЛЯВА,,3,,BE1E2D,FFFFFF,,,
TM30,A,7,ЦЕНТРАЛНА АВТОГАРА - Ул. Пиротска - ЦЕНТРАЛНА АВТОГАРА,,0,,F7941D,FFFFFF,,,
TB38,A,12T,ЦЕНТРАЛНА ГАРА - ГАРА СОФИЯ СЕВЕР - ЦЕНТРАЛНА ГАРА,,11,,27AAE1,FFFFFF,,,
A215,A,110,Ж.К. МЛАДОСТ-1 - Ж.К. БЪКСТОН - Ж.К. МЛАДОСТ-1,,3,,BE1E2D,FFFFFF,,,
TB42,A,22T,ТЕАТЪР СОФИЯ - АВТОСТАНЦИЯ ГЕО МИЛЕВ - ТЕАТЪР СОФИЯ,,11,,27AAE1,FFFFFF,,,
A54,A,82,ЦЕНТРАЛНА ГАРА - Ж.К. ЛЮЛИН-5 - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
TB6,A,6,ПК Спартак - Бул. Христо Ботев - ПК Спартак,,11,,27AAE1,FFFFFF,,,
A2,A,9,ПЛ. ОРЛОВ МОСТ - АВТОБАЗА ИСКЪР - ПЛ. ОРЛОВ МОСТ,,3,,BE1E2D,FFFFFF,,,
TM52,A,12А,КВ. ИЛИЯНЦИ - МОДНА КЪЩА АГРЕСИЯ - КВ. ИЛИЯНЦИ,,0,,F7941D,FFFFFF,,,
A243,A,Y2,Ж.К. ЛЮЛИН-5 - 18 СУ УИЛЯМ ГЛАДСТОН - Ж.К. ЛЮЛИН-5,,3,,BE1E2D,FFFFFF,,,
A45,A,23,ГАРА КУРИЛО - АВТОСТАНЦИЯ ОРЛАНДОВЦИ - ГАРА КУРИЛО,,3,,BE1E2D,FFFFFF,,,
TM25,A,5,КВ. КНЯЖЕВО - СЪДЕБНА ПАЛАТА - КВ. КНЯЖЕВО,,0,,F7941D,FFFFFF,,,
A241,A,M3,Ж.К. ОВЧА КУПЕЛ-2 - МЕТРОСТАНЦИЯ ХАДЖИ ДИМИТЪР - Ж.К. ОВЧА КУПЕЛ-2,,3,,BE1E2D,FFFFFF,,,
A145,A,10ТМ,УЛ. ГРАФ ИГНАТИЕВ - МЕТРОСТАНЦИЯ ВИТОША - УЛ. ГРАФ ИГНАТИЕВ,,3,,BE1E2D,FFFFFF,,,
A8,A,77,ЦЕНТРАЛНА ГАРА - Ж.К. ЗАПАДЕН ПАРК - ЦЕНТРАЛНА ГАРА,,3,,BE1E2D,FFFFFF,,,
A3,A,111,"Ж.К. ЛЮЛИН-1,2 - Ж.К. МЛАДОСТ-1 - Ж.К. ЛЮЛИН-1,2",,3,,BE1E2D,FFFFFF,,,
A266,A,40,АВТОСТАНЦИЯ БАНКЯ - НОВАТА ГОРА - АВТОСТАНЦИЯ БАНКЯ,,3,,BE1E2D,FFFFFF,,,
A84,A,204,Ж.К. ГОЦЕ ДЕЛЧЕВ - Ж.К. ДРУЖБА-2 - Ж.К. ГОЦЕ ДЕЛЧЕВ,,3,,BE1E2D,FFFFFF,,,
A81,A,76,Ж.К. МЛАДОСТ 4 - временна - Ж.К. МЛАДОСТ 4,,3,,BE1E2D,FFFFFF,,,
TM33,A,12,пл. Журналист - пл. Гарибалди - пл. Журналист,,0,,F7941D,FFFFFF,,,
TM40,A,15,ПЛ. МАКЕДОНИЯ - ПЛ. ЖУРНАЛИСТ - ПЛ. МАКЕДОНИЯ,,0,,F7941D,FFFFFF,,,
A259,A,X43,ПЛ. СВ. АЛЕКСАНДЪР НЕВСКИ - АВТОСТАНЦИЯ БАНКЯ - ПЛ. СВ. АЛЕКСАНДЪР НЕВСКИ,,3,,006838,FFFFFF,,,
TB30,A,7А,Ж.к. Банишора - ПЛ. СТОЧНА ГАРА - Ж.к. Банишора,,11,,27AAE1,FFFFFF,,,
TB7,A,7,Ж.к. Гоце Делчев - Бул. Христо Ботев - Ж.к. Гоце Делчев,,11,,27AAE1,FFFFFF,,,
A262,A,46,АВТОСТАНЦИЯ БАНКЯ - МАНАСТИР СВ. ПЕТКА ПАРАСКЕВА - АВТОСТАНЦИЯ БАНКЯ,,3,,BE1E2D,FFFFFF,,,
A22,A,56,Ж.К. ЗАПАДЕН ПАРК - СЕЛО МАЛО БУЧИНО - Ж.К. ЗАПАДЕН ПАРК,,3,,BE1E2D,FFFFFF,,,
A60,A,310,Ж.К. ЛЮЛИН-5 - ПЛ. СТОЧНА ГАРА - Ж.К. ЛЮЛИН-5,,3,,BE1E2D,FFFFFF,,,
TB37,A,3TM,БУЛ. КН. МАРИЯ ЛУИЗА - ПЛ. ВЪЗРАЖДАНЕ - БУЛ. КН. МАРИЯ ЛУИЗА,,11,,27AAE1,FFFFFF,,,
TM50,A,23,Ж.К. ГЕО МИЛЕВ - 28-МИ ПОЩЕНСКИ КЛОН - Ж.К. ГЕО МИЛЕВ,,0,,F7941D,FFFFFF,,,
A37,A,120,Ж.К. ЛЕВСКИ Г - ЗООПАРКА - Ж.К. ЛЕВСКИ Г,,3,,BE1E2D,FFFFFF,,,
TB36,A,74,КВ. МАНАСТИРСКИ ЛИВАДИ - БУЛ. КН. МАРИЯ ЛУИЗА - КВ. МАНАСТИРСКИ ЛИВАДИ,,11,,27AAE1,FFFFFF,,,
